genres,keywords,title,clean_overview
"['Action', 'Science Fiction']","[{""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 14759, ""name"": ""ape""}]",Battle for the Planet of the Apes,fifth final episode planet apes collapse human community intelligent apes led caesar lives harmony group gorilla general aldo tries cause ape civil war community human mutants live beneath destroyed city try conquer perceive leading
"['Drama', 'Music']","[{""id"": 4344, ""name"": ""musical""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 187056, ""name"": ""woman director""}]",Songcatcher,denied promotion university doctor lily brilliant impulsively visits runs struggling rural school stumbles discovery life treasure trove ancient songs handed generation preserved intact seclusion goal securing lily ventures isolated areas mountains collect songs finds increasingly
"['Drama', 'Thriller']","[{""id"": 1009, ""name"": ""baby""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 5950, ""name"": ""christian""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 15302, ""name"": ""evangelical christianity""}, {""id"": 187056, ""name"": ""woman director""}]",Higher Ground,chronicle lifelong struggle
"['Comedy', 'Romance']","[{""id"": 18425, ""name"": ""teenage love""}]",Vaalu,sharp loves priya college later learns enagaged anbu priya wants remain friends sharp scheming make fall love
"['Comedy', 'Documentary']","[{""id"": 3485, ""name"": ""comedian""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",The Greatest Movie Ever Sold,documentary advertising product placement financed possible advertising product
['Comedy'],"[{""id"": 12394, ""name"": ""chainsaw""}, {""id"": 162810, ""name"": ""macabre""}, {""id"": 164193, ""name"": ""uncle nephew relationship""}]",Ed and His Dead Mother,mourning son makes deal reanimate year dead things turn unexpected
"['Adventure', 'Drama', 'Foreign']","[{""id"": 4662, ""name"": ""illusion""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 33499, ""name"": ""bhutan""}, {""id"": 33500, ""name"": ""story in story""}, {""id"": 47019, ""name"": ""weaver""}, {""id"": 47020, ""name"": ""storytelling""}]",Travellers and Magicians,young government named smitten america denim dreams escaping stuck beautiful isolated hopes connect visa misses bus town forced hitchhike walk lateral road accompanied apple buddhist monk widowed rice paper beautiful
['Western'],"[{""id"": 378, ""name"": ""prison""}, {""id"": 934, ""name"": ""judge""}, {""id"": 1502, ""name"": ""marshal""}, {""id"": 2122, ""name"": ""death penalty""}, {""id"": 2493, ""name"": ""oklahoma""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 9656, ""name"": ""cattle drive""}, {""id"": 33407, ""name"": ""hanging""}, {""id"": 155859, ""name"": ""law man""}, {""id"": 157136, ""name"": ""lynching""}, {""id"": 169962, ""name"": ""search party""}]",Hang 'em High,marshall jed cooper survives vowing revenge lynch mob left carry oath returns job caught men hit list starts dispensing brand wild west
"['Crime', 'Drama']",[],Deadline - U.S.A.,days paper crusading editor tries expose vicious
"['Horror', 'Thriller']","[{""id"": 428, ""name"": ""nurse""}, {""id"": 2800, ""name"": ""psychology""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 11612, ""name"": ""hospital""}]",Sublime,admitted abaddon hospital routine george grieves discovers condition complicated originally fears begin manifest learns abaddon place people come place people come
"['Thriller', 'Comedy', 'Horror']","[{""id"": 3880, ""name"": ""snuff""}]",A Beginner's Guide to Snuff,desperate break world television decide enter horror movie horrifying elusive snuff
"['Action', 'Science Fiction']","[{""id"": 9738, ""name"": ""ufo""}, {""id"": 9739, ""name"": ""extraterrestrial""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9951, ""name"": ""alien""}]",Independence Daysaster,earth attacked hostile alien small town firefighter rogue seti scientist team activate technology capable defeating
"['Comedy', 'Romance']",[],Dysfunctional Friends,group college friends reunited death successful dictates person receive large sum money successfully stay mansion person forfeits
"['Action', 'Drama', 'Thriller']","[{""id"": 220, ""name"": ""berlin""}, {""id"": 585, ""name"": ""casino""}, {""id"": 745, ""name"": ""nun""}, {""id"": 794, ""name"": ""red hair""}, {""id"": 795, ""name"": ""running""}, {""id"": 960, ""name"": ""homeless person""}, {""id"": 1545, ""name"": ""supermarket""}, {""id"": 1546, ""name"": ""ambulance""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 10594, ""name"": ""money""}, {""id"": 10855, ""name"": ""fate""}]",Run Lola Run,lola receives phone boyfriend lost dm subway train belongs bad minutes raise meet rob store different alternatives happen depending minor event
"['Drama', 'Horror', 'Thriller', 'Romance']","[{""id"": 2467, ""name"": ""difficult childhood""}, {""id"": 7568, ""name"": ""psychoterror""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9957, ""name"": ""loneliness""}, {""id"": 209027, ""name"": ""artificial""}]",May,psychological horror lonely young woman traumatized difficult increasingly desperate attempts connect people
"['Adventure', 'Family']","[{""id"": 1964, ""name"": ""cave""}, {""id"": 11116, ""name"": ""plane wreck""}, {""id"": 173258, ""name"": ""salmon""}, {""id"": 204090, ""name"": ""bears""}, {""id"": 214963, ""name"": ""northern canada""}, {""id"": 232116, ""name"": ""wolves""}, {""id"": 233447, ""name"": ""alaskan malamute""}, {""id"": 233452, ""name"": ""dove \""family-approved\""""}]",Against the Wild,feature film tells dramatic tale siblings alaskan make emergency landing small plane engine beautiful potentially dangerous natural environment overcome
['Drama'],"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 187056, ""name"": ""woman director""}]",Under the Same Moon,tells parallel stories carlitos hopes providing better life rosario works illegally mother cares carlitos
"['Action', 'Science Fiction']","[{""id"": 291, ""name"": ""circus""}, {""id"": 2551, ""name"": ""pet""}, {""id"": 3714, ""name"": ""human being""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5726, ""name"": ""insurrection""}, {""id"": 6092, ""name"": ""army""}, {""id"": 14759, ""name"": ""ape""}]",Conquest of the Planet of the Apes,futuristic world embraced ape son late simians cornelius surfaces years hiding prepares slave revolt
"['Drama', 'Thriller']","[{""id"": 965, ""name"": ""age difference""}, {""id"": 1495, ""name"": ""fishing""}, {""id"": 1679, ""name"": ""arbitrary law""}, {""id"": 2317, ""name"": ""conductor""}, {""id"": 5982, ""name"": ""ex husband""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10183, ""name"": ""independent film""}]",In the Bedroom,summertime coast centers inner dynamics family matt fowler doctor practicing native maine married new york born ruth music involved love affair local single beauty brief fleeting summer comes characters midst unimaginable
"['Thriller', 'Crime', 'Horror']","[{""id"": 570, ""name"": ""rape""}, {""id"": 6930, ""name"": ""fondling""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 14829, ""name"": ""strangulation""}, {""id"": 157392, ""name"": ""female writer""}, {""id"": 157398, ""name"": ""garden shears""}, {""id"": 184352, ""name"": ""rape and revenge""}]",I Spit on Your Grave,remake controversial cult spit grave retells horrific tale writer jennifer hills takes retreat city charming cabin woods start presence small town attracts attention morally deprived locals led service station andy socially mentally challenged friend set night teach city girl
"['Comedy', 'Crime']","[{""id"": 1415, ""name"": ""small town""}, {""id"": 1556, ""name"": ""texas""}, {""id"": 3202, ""name"": ""con man""}, {""id"": 4373, ""name"": ""fraud""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10325, ""name"": ""mistaken identity""}, {""id"": 11524, ""name"": ""in the closet""}, {""id"": 11860, ""name"": ""fish out of water""}, {""id"": 12414, ""name"": ""escaped convict""}, {""id"": 155751, ""name"": ""stolen identity""}, {""id"": 169977, ""name"": ""small town sheriff""}, {""id"": 184426, ""name"": ""ruse""}, {""id"": 191583, ""name"": ""beauty pageant""}, {""id"": 194022, ""name"": ""confidence man""}, {""id"": 221945, ""name"": ""small town thieves""}, {""id"": 231630, ""name"": ""gender stereotypes""}, {""id"": 236055, ""name"": ""gay couple""}]","Happy, Texas",escaped convicts roll village mistaken gay couple work beauty pageant duck local sheriff secret
"['Drama', 'Thriller', 'Romance']","[{""id"": 392, ""name"": ""england""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 5215, ""name"": ""northern england""}, {""id"": 5248, ""name"": ""female friendship""}, {""id"": 9008, ""name"": ""moped""}, {""id"": 9833, ""name"": ""lesbian relationship""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 13088, ""name"": ""summer""}, {""id"": 156928, ""name"": ""tomboy""}, {""id"": 158718, ""name"": ""lgbt""}]",My Summer of Love,yorkshire tomboy mona meets pampered summer young women discover teach explore
"['Drama', 'Romance']",[],The Lunchbox,mistaken delivery famously efficient lunchbox delivery connects young housewife stranger dusk build fantasy world notes fantasy threatens overwhelm
"['Drama', 'Romance']","[{""id"": 187056, ""name"": ""woman director""}]",Yes,lebanese meet banquet fall passionate difficulties abound heritage loveless flies havana sort things beach sends harbors illusions join caribbean melting
"['Comedy', 'Romance']","[{""id"": 2693, ""name"": ""monopoly""}, {""id"": 5728, ""name"": ""tycoon""}, {""id"": 6095, ""name"": ""house""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10483, ""name"": ""eccentric""}, {""id"": 11677, ""name"": ""secretary""}, {""id"": 11678, ""name"": ""free spirit""}, {""id"": 182625, ""name"": ""rich snob""}, {""id"": 191786, ""name"": ""stenographer""}]",You Can't Take It With You,relatively normal member eccentric sycamore falls love tony wealthy banker anthony snobbish strongly disapprove kirbys invited dinner better acquainted future things turn way alice
"['War', 'Drama', 'Romance']","[{""id"": 1668, ""name"": ""hawaii""}, {""id"": 2539, ""name"": ""harassment""}, {""id"": 3365, ""name"": ""pearl harbor""}, {""id"": 33702, ""name"": ""bombing""}, {""id"": 158372, ""name"": ""military life""}, {""id"": 191110, ""name"": ""army base""}]",From Here to Eternity,private cruelly punished boxing wife second command falling
['Western'],"[{""id"": 1316, ""name"": ""captain""}, {""id"": 4268, ""name"": ""fort""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 10563, ""name"": ""attack""}, {""id"": 156234, ""name"": ""cavalry""}]",She Wore a Yellow Ribbon,custer cavalry wiped expects nathan brittles ordered patrol required abby wife commanding pretty olivia evacuated brittles days away retirement olivia caught eye young officers flint cohill ross taken wearing yellow ribbon sign beau refuses say wearing
"['Drama', 'Music']","[{""id"": 5950, ""name"": ""christian""}]",Grace Unplugged,talented young singer aspiring christian faith family ties tested defies father pursues stardom grace moving inspiring new film explores true meaning
"['Comedy', 'Drama']","[{""id"": 10183, ""name"": ""independent film""}, {""id"": 11316, ""name"": ""sexual humor""}, {""id"": 11485, ""name"": ""drug humor""}]",Foolish,waise talented comedian trying make comedy clubs la brother gangster trying make competition face chosen biggest battle love pretty
"['Drama', 'Crime', 'Thriller']",[],N-Secure,thrilling drama mixed mayhem manipulation affluent film sheds light downfall pinnacles success depths damaged insecurities lead series troubled romantic relationships eventually web events include betrayal
"['Drama', 'Comedy', 'Romance']","[{""id"": 515, ""name"": ""women""}, {""id"": 928, ""name"": ""hairdresser""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2203, ""name"": ""unexpected happiness""}, {""id"": 2389, ""name"": ""virgin""}, {""id"": 3258, ""name"": ""beauty""}, {""id"": 6199, ""name"": ""dressmaker""}, {""id"": 6319, ""name"": ""cosmetics and hygiene""}, {""id"": 7951, ""name"": ""strafzettel""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 161288, ""name"": ""existence""}, {""id"": 187056, ""name"": ""woman director""}]",Caramel,beauty salon beirut lives women cross beauty salon colorful sensual microcosm share entrust fears
"['Thriller', 'Horror']",[],Out of the Dark,couple daughter moves colombia family manufacturing realize new home
"['Drama', 'Romance']","[{""id"": 237, ""name"": ""gay""}]",The Bubble,movie follows group young friends city tel aviv love song city exploration claim people tel aviv isolated rest country turmoil going movie looks young lives tel aviv povs gays jews men
"['Crime', 'Drama', 'Mystery']","[{""id"": 582, ""name"": ""san francisco""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 2380, ""name"": ""audio tape""}, {""id"": 2980, ""name"": ""wiretap""}, {""id"": 4918, ""name"": ""shadowing""}]",The Conversation,surveillance expert harry caul hired mysterious brusque aide tail young mark ann tracking pair san union caul associate stan manage record cryptic conversation tormented memories previous case ended caul obsessed resulting trying determine couple
['Romance'],[],Dil Jo Bhi Kahey...,british rule indians lured british travel distant mauritius better reaching indians tortured labor known british left indians mauritius decided continue live nationals different
"['Crime', 'Drama', 'Romance']","[{""id"": 911, ""name"": ""exotic island""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 3136, ""name"": ""plantation""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 11014, ""name"": ""mail order bride""}, {""id"": 155845, ""name"": ""french noir""}]",Mississippi Mermaid,adapted story william noirish tale man orders bride receives instead
"['Drama', 'Mystery']",[],I Love Your Work,fictional movie gray goes disintegration gradual mental increasing obsession young film student reminds gray life dark psychological love work explores pressures fame difference getting want wanting
['Horror'],"[{""id"": 6876, ""name"": ""vacation""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9720, ""name"": ""woods""}, {""id"": 9786, ""name"": ""burned alive""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 13209, ""name"": ""cabin in the woods""}, {""id"": 14673, ""name"": ""disease""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 162521, ""name"": ""flesh eating""}, {""id"": 188957, ""name"": ""virus""}]",Cabin Fever,grisly remake horror college chums rent isolated woodland cabin fun quickly ends group exposed hideous survival
['Comedy'],"[{""id"": 828, ""name"": ""waitress""}, {""id"": 8650, ""name"": ""unwillingly pregnant""}, {""id"": 187056, ""name"": ""woman director""}]",Waitress,jenna unhappily married waitress deep meets newcomer town falls unlikely relationship attempt
['Action'],"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9362, ""name"": ""sensei""}, {""id"": 9917, ""name"": ""mixed martial arts""}, {""id"": 12354, ""name"": ""hong kong""}]",Bloodsport,frank dux entered illegal underground competition injury death chong particularly ruthless vicious fighter dux fought
"['Comedy', 'Drama']","[{""id"": 417, ""name"": ""corruption""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 1399, ""name"": ""senate""}, {""id"": 2944, ""name"": ""senator""}, {""id"": 5744, ""name"": ""governor""}, {""id"": 6083, ""name"": ""politician""}, {""id"": 11663, ""name"": ""camp""}, {""id"": 11937, ""name"": ""conservative""}, {""id"": 206515, ""name"": ""usa politics""}, {""id"": 219903, ""name"": ""political drama""}]",Mr. Smith Goes to Washington,naive idealistic jefferson leader boy appointed lark spineless governor reunited senior hopeful childhood senator joseph smith discovers shortcomings political process earnest goal national camp leads conflict state political jim taylor tries corrupt smith later attempts destroy smith
"['Drama', 'Crime']","[{""id"": 1525, ""name"": ""puberty""}, {""id"": 2201, ""name"": ""first time""}]",Kids,controversial portrayal teens new york city exposes deeply disturbing world sex substance film focuses sexually boy named goal sex different girls girl sex tests positive knows contracted disease jenny discovers idea sex continuing pass disease unsuspecting jenny makes business try stop
"['Comedy', 'Drama']","[{""id"": 3321, ""name"": ""childhood memory""}, {""id"": 5136, ""name"": ""uniform""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 33652, ""name"": ""private""}, {""id"": 54467, ""name"": ""tryst""}]",The Squid and the Whale,based true childhood experiences noah baumbach squid whale tells touching story young boys dealing parents divorce brooklyn
['Comedy'],"[{""id"": 2606, ""name"": ""jew""}, {""id"": 10181, ""name"": ""based on play""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10198, ""name"": ""gay relationship""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 154937, ""name"": ""bisexual""}, {""id"": 178316, ""name"": ""bisexual woman""}]",Kissing Jessica Stein,jewish copy editor living working new york plagued failed blind dates decides answer personal advertisement placed helen thirtysomething art
"['Action', 'Drama']","[{""id"": 779, ""name"": ""martial arts""}, {""id"": 18111, ""name"": ""kickboxing""}, {""id"": 156159, ""name"": ""martial arts tournament""}, {""id"": 161184, ""name"": ""reboot""}, {""id"": 210531, ""name"": ""thai boxing""}]",Kickboxer: Vengeance,eric kurt sloane descendants family martial younger brother despite talent told lacks instinct needed kurt witnesses merciless murder brother hands muay thai champion tong vows trains mentor fight death tong impossible turn kurt living weapon beat tong series tests dangerous kurt proves deeper strength carry final showdown tong
"['Drama', 'Mystery', 'Thriller']","[{""id"": 1453, ""name"": ""amnesia""}, {""id"": 4924, ""name"": ""insane asylum""}, {""id"": 9937, ""name"": ""suspense""}]",Spellbound,anthony edwardes arrives vermont mental hospital replace outgoing hospital constance discovers edwardes actually man confesses real edwardes dead fears killed recall convinced impostor innocent joins quest unravel amnesia
"['Drama', 'Mystery']","[{""id"": 1328, ""name"": ""secret""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2589, ""name"": ""pet shop""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 156455, ""name"": ""unhappiness""}]",Exotica,upscale toronto strip club dancer christina visited nightly obsessive depressed tax jealously pines introduces eric having relationship problems mysterious unexpectedly involved connections traumatic pasts characters
"['Romance', 'Comedy', 'Crime', 'Drama']","[{""id"": 378, ""name"": ""prison""}, {""id"": 395, ""name"": ""gambling""}, {""id"": 5887, ""name"": ""compulsive gambling""}]",Buffalo '66,billy released years kidnaps teenage student layla visits parents pretending girlfriend soon
"['Horror', 'Thriller']","[{""id"": 2723, ""name"": ""medium""}, {""id"": 10114, ""name"": ""evil spirit""}, {""id"": 14651, ""name"": ""house warming""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",Insidious,family discovers dark spirits invaded home son inexplicably falls endless reach professional learn things lot personal
"['Comedy', 'Crime', 'Science Fiction', 'Thriller']","[{""id"": 387, ""name"": ""california""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4470, ""name"": ""punk""}, {""id"": 4934, ""name"": ""theory""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6158, ""name"": ""cult""}, {""id"": 8900, ""name"": ""rocker""}, {""id"": 9738, ""name"": ""ufo""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 164861, ""name"": ""repossession""}]",Repo Man,young punk gets job working seasoned repo awaits new career series outlandish adventures revolving wanted
"['Crime', 'Drama', 'Thriller']","[{""id"": 612, ""name"": ""hotel""}, {""id"": 3202, ""name"": ""con man""}, {""id"": 4698, ""name"": ""stamp""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11454, ""name"": ""scam""}, {""id"": 159607, ""name"": ""grifter""}, {""id"": 168152, ""name"": ""convenience store""}, {""id"": 180250, ""name"": ""swindle""}, {""id"": 207538, ""name"": ""rare stamps""}]",Nine Queens,argentinian crime drama revolving sheet rare stamps
['Documentary'],"[{""id"": 536, ""name"": ""israel""}, {""id"": 6092, ""name"": ""army""}, {""id"": 9846, ""name"": ""intelligence agency""}, {""id"": 191182, ""name"": ""shin bet""}]",The Gatekeepers,unprecedented candid series heads shin bet intelligence security agency speak role counterterrorism discussing controversial methods ends ultimately justify
['Drama'],"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 708, ""name"": ""runaway""}, {""id"": 2412, ""name"": ""commune""}, {""id"": 5698, ""name"": ""egg""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 11363, ""name"": ""arson""}, {""id"": 33841, ""name"": ""incest""}, {""id"": 40895, ""name"": ""illness""}, {""id"": 156388, ""name"": ""environmentalism""}, {""id"": 156389, ""name"": ""diabetic""}, {""id"": 156390, ""name"": ""face slap""}, {""id"": 156391, ""name"": ""peeping tom""}, {""id"": 156392, ""name"": ""scythe""}, {""id"": 187056, ""name"": ""woman director""}]",The Ballad of Jack and Rose,jack slavin environmentalist heart condition lives isolated jack fights developers wish build craves contact invites rodney rose complicated family dynamics makes things difficult
"['Comedy', 'Romance']","[{""id"": 572, ""name"": ""sex""}, {""id"": 738, ""name"": ""sexuality""}, {""id"": 893, ""name"": ""irony""}, {""id"": 2466, ""name"": ""sarcasm""}, {""id"": 2487, ""name"": ""naivety""}, {""id"": 4553, ""name"": ""black humor""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 10809, ""name"": ""teenage girl""}, {""id"": 11316, ""name"": ""sexual humor""}, {""id"": 13088, ""name"": ""summer""}, {""id"": 13118, ""name"": ""love interest""}, {""id"": 14714, ""name"": ""summer vacation""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 15319, ""name"": ""attraction""}, {""id"": 33910, ""name"": ""high school student""}, {""id"": 156777, ""name"": ""teenage sexuality""}, {""id"": 159574, ""name"": ""clumsiness""}, {""id"": 160961, ""name"": ""lifeguard""}, {""id"": 161958, ""name"": ""immaturity""}, {""id"": 168135, ""name"": ""awkwardness""}, {""id"": 171818, ""name"": ""list""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 197757, ""name"": ""public pool""}, {""id"": 197758, ""name"": ""female sexuality""}, {""id"": 208445, ""name"": ""virginity""}, {""id"": 210608, ""name"": ""1990s""}]",The To Do List,feeling pressured sexually experienced goes brandy klark makes list things accomplish hitting campus
"['Action', 'Crime', 'Drama', 'Thriller']","[{""id"": 90, ""name"": ""paris""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 726, ""name"": ""drug abuse""}, {""id"": 740, ""name"": ""aids""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1416, ""name"": ""jazz""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1759, ""name"": ""night life""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 1953, ""name"": ""vault""}, {""id"": 2375, ""name"": ""junkie""}, {""id"": 2492, ""name"": ""bank robber""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 13132, ""name"": ""pistol""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 15363, ""name"": ""bank robbery""}, {""id"": 33625, ""name"": ""illegal prostitution""}, {""id"": 160488, ""name"": ""hoodlum""}]",Killing Zoe,zed american travels paris meet old friend eric eric gang planned raid bank city open bastille offering zed soon finds trapped situation control heroin poor planning named zoe conspire turn robbery bloody
['Drama'],"[{""id"": 258, ""name"": ""bomb""}, {""id"": 835, ""name"": ""jewry""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2315, ""name"": ""jewish life""}, {""id"": 2606, ""name"": ""jew""}, {""id"": 3902, ""name"": ""synagogue""}, {""id"": 10144, ""name"": ""anti semitism""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 157251, ""name"": ""bomb planting""}]",The Believer,movie tells story young jewish man fiercely
"['Drama', 'Romance']","[{""id"": 236, ""name"": ""suicide""}, {""id"": 894, ""name"": ""depression""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 165100, ""name"": ""young love""}]",Snow Angels,waitress annie separated suicidal alcoholic glenn evangelical erratic attempts getting life alarmed high school student arthur works growing closer new kid glenn daughter town searches increasingly spirals
"['Thriller', 'Action', 'Horror']",[],Unsullied,car trouble strands track star reagan farrow florida accepts offer help pair charming strangers trapped brutal backwoods held captive isolated reagan manages escape refuge relentlessly pursued savage sociopaths kidnapped reagan need inner strength resourcefulness order survive gripping
"['Horror', 'Mystery']","[{""id"": 222, ""name"": ""schizophrenia""}, {""id"": 2574, ""name"": ""lunatic asylum""}, {""id"": 2800, ""name"": ""psychology""}, {""id"": 6192, ""name"": ""relation""}, {""id"": 10294, ""name"": ""coin""}, {""id"": 11335, ""name"": ""tape recorder""}, {""id"": 11488, ""name"": ""pot smoking""}, {""id"": 15156, ""name"": ""cell phone""}, {""id"": 33553, ""name"": ""walkie talkie""}, {""id"": 41180, ""name"": ""security guard""}, {""id"": 161315, ""name"": ""asbestos""}, {""id"": 169411, ""name"": ""multiple personality""}, {""id"": 189102, ""name"": ""tunnel""}, {""id"": 189400, ""name"": ""lobotomy""}, {""id"": 215163, ""name"": ""hazmat suit""}]",Session 9,tensions rise asbestos cleaning crew work abandoned mental hospital horrific past coming
"['Comedy', 'Romance']","[{""id"": 10183, ""name"": ""independent film""}]",I Want Someone to Eat Cheese With,life downs living mom chicago aging performer second eating weighing woman dating drops does james turns roles local roles make remaking favorite role
['Drama'],"[{""id"": 10183, ""name"": ""independent film""}]",Mooz-lum,thanks strict muslim upbringing largely shielded outside year college proves terrorist attacks invite growing suspicion distrust angry
"['Comedy', 'Horror']","[{""id"": 2411, ""name"": ""new orleans""}, {""id"": 3184, ""name"": ""alligator""}, {""id"": 3230, ""name"": ""male friendship""}, {""id"": 3598, ""name"": ""ax""}, {""id"": 4150, ""name"": ""swampf""}, {""id"": 10714, ""name"": ""serial killer""}]",Hatchet,group tourists new orleans haunted swamp tour stranded evening fun spooks turns horrific
"['Drama', 'Comedy']","[{""id"": 1382, ""name"": ""factory""}, {""id"": 1546, ""name"": ""ambulance""}, {""id"": 3338, ""name"": ""invention""}, {""id"": 5386, ""name"": ""tramp""}, {""id"": 5571, ""name"": ""great depression""}, {""id"": 7025, ""name"": ""industrial revolution""}, {""id"": 9253, ""name"": ""slapstick""}, {""id"": 33618, ""name"": ""machine""}, {""id"": 33619, ""name"": ""pardon""}, {""id"": 33620, ""name"": ""guilty""}]",Modern Times,tramp struggles live modern industrial society help young homeless
"['Drama', 'Family', 'Comedy']",[],Stolen Summer,catholic boy growing suburbs chicago attends catholic classes let admonished nun follow path taking message bit pete decides goal summer help having told catholicism sure path kingdom pete decides convert jew catholicism order improve standing hoping likely pete begins visiting nearby gets know rabbi responds barrage questions good pete makes friends learns danny seriously decides danny excellent choice
"['Comedy', 'Horror']","[{""id"": 9755, ""name"": ""parody""}, {""id"": 33465, ""name"": ""parallel world""}]",My Name Is Bruce,b movie legend bruce campbell mistaken character ash evil dead trilogy forced fight real monster small town
['Comedy'],"[{""id"": 10183, ""name"": ""independent film""}]",The Salon,beauty shop owner finds romance struggles save
['Comedy'],"[{""id"": 7312, ""name"": ""road trip""}, {""id"": 9716, ""name"": ""stand-up comedy""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 9935, ""name"": ""travel""}]",Road Hard,movie television career run bruce madsen forced road playing dingy comedy club spending endless nights budget hotel rooms flying amidst trying revitalize rekindle love life daughter bruce knows thing sure road hard story
"['Drama', 'Romance']","[{""id"": 10183, ""name"": ""independent film""}]",Forty Shades of Blue,russian woman living memphis older legend experiences personal awakening estranged son comes
